"initial","final","env1","env2","interval","prevalence1"
1,0,-1.15168760704671,-0.480620150048623,14,0.482
0,1,-1.17322175030156,-0.381118954683714,12,0.542
0,1,-1.0154500991241,-0.880201812575783,7,0.622
1,0,-1.13304285941263,0.0507887697290357,11,0.624
0,1,-1.1232843507233,-0.523511315087048,14,0.416
1,0,-1.00956228021662,0.191288872851232,5,0.718
1,0,-1.05393897150565,-0.204508275113711,8,0.744
1,0,-0.624510051621031,-0.0476086088885445,5,0.808
0,1,-0.49263390476925,0.207530747847411,5,0.66
0,1,-0.78337203762336,0.560909795094206,5,0.398
0,1,-0.887565342041241,-1.94809946185595,5,0.448
0,1,-0.873597359655856,-0.670634318693144,11,0.486
1,0,-1.57769753606362,0.0185640787692256,9,0.458
0,1,-1.90216600392082,-0.251183954714351,12,0.536
1,0,-0.741557652133345,0.0190934602704887,12,0.276
1,0,-0.94735860662852,0.197596397121598,10,0.352
1,0,-0.78468044630205,-1.5733987298881,10,0.334
1,0,-0.864765635843868,-0.188424088224299,11,0.67
1,0,-0.881556816647773,-0.640042825981909,14,0.362
1,0,-0.666597031296756,-1.21497366322502,5,0.098
1,0,-0.990699470426752,-0.0969649863041031,11,0.534
0,1,-0.977342850543896,-0.16429780789018,5,0.804
0,1,-1.12988088585343,-0.140013839449295,10,0.65
1,0,-1.38163951090287,1.79828836883164,5,0.928
0,1,-0.94034152122147,0.126118631015026,5,0.556
1,0,-1.15795704293169,-0.330501072414116,11,0.614
0,1,-1.0845774178107,-0.786219700947451,7,0.63
1,0,-0.797655446282905,-1.76514746770698,5,0.268
0,1,-1.05644673780099,0.538833460147963,10,0.686
0,1,-1.15762994173685,-0.644300404864401,12,0.45
0,1,-0.452777918853868,0.370422562129409,5,0.656
0,1,-1.55167743944117,1.11534117845866,7,0.776
1,0,-0.826440321533485,0.0853224651092455,9,0.662
1,0,-0.91906437699623,0.280540341276812,8,0.676
1,0,-1.04292657869381,-0.785588948520417,7,0.668
0,1,-1.28776156487964,-0.398149270213679,13,0.42
1,0,-1.22882889298381,-0.0813538637349667,6,0.918
1,0,-1.28176471576755,0.0738112333158336,14,0.58
1,0,-0.759820781490157,-1.60052108425064,5,0.4
1,0,-0.648879072114417,0.352919182279166,15,0.27
1,0,-0.897203142944807,0.118594655635367,9,0.622
1,0,-1.22424948145523,0.0788572527321368,10,0.844
1,0,-1.0695307768209,-0.38301121196482,9,0.75
1,0,-0.763473415940081,0.210842198089349,7,0.538
1,0,-1.17343981440701,-0.242511108842625,9,0.498
0,1,-0.839633387244521,-0.157832595513048,5,0.8
1,0,-0.586620883068612,0.0980952017566955,3,0.544
1,0,-0.932144521776351,-1.98491963478416,5,0.64
1,0,-1.30831440322988,-0.34280074474129,12,0.4
0,1,-1.28247343545291,-0.359357995951003,10,0.42
0,1,-1.26083026265351,-0.359357995951003,10,0.488
0,1,-1.14727174741534,0.255310244195371,11,0.564
0,1,-0.641519303354245,-1.04482819603212,9,0.45
0,1,-1.22458826671564,0.0128535166173009,9,0.786
1,0,-0.912522362197984,-0.734024937610241,7,0.49
0,1,-0.726292953537005,0.680910444337779,3,0.61
0,1,-1.13157090631049,0.0224049105124257,5,0.8
0,1,-1.0029112384023,0.0960452563688461,8,0.842
0,1,-0.960442636225011,0.102352780639211,9,0.708
1,0,-1.35399948812826,-0.405245235017849,13,0.6
1,0,-1.23079149771573,-0.248187880685946,10,0.822
0,1,-0.969546947723798,-0.559779579641607,9,0.424
0,1,-0.707266575277719,0.181039145911909,9,0.608
1,0,-1.098097582117,-0.112103044552962,3,0.814
0,1,-1.1068747891715,-1.71689490703874,5,0.402
0,1,-0.343857526701415,-0.739386333240044,4,0.026
0,1,-1.32554171324999,-0.0780424134930297,12,0.568
0,1,-0.760365953057253,-1.39798197455498,5,0.622
1,0,-1.03725682291694,-0.263641315148315,11,0.654
1,0,-1.01490493544854,0.200277094936491,12,0.562
0,1,-1.47519035506107,1.15728621485655,14,0.358
1,0,-1.10420346805445,0.154232167762895,5,0.702
0,1,-0.801932918846916,0.406314801198622,5,0.612
1,0,-1.06407909424796,-0.122825835812562,13,0.906
1,0,-0.855170681326355,-0.58453661240276,12,0.542
1,0,-0.875450935909454,-0.956680544353871,7,0.588
1,0,-1.11657878370291,-0.386007285993249,10,0.68
1,0,-1.16946008851062,0.814945335082867,14,0.758
1,0,-0.74275700520076,-1.6606002529258,5,0.558
0,1,-0.73087235856667,-0.470055046895766,14,0.248
0,1,-1.12524695659253,-0.577598335705366,7,0.46
0,1,-0.722149676068355,-0.0843499377633947,5,0.7
1,0,-0.859313961394567,-0.0904997739269944,5,0.766
0,1,-0.794820572293818,-0.856548596561939,9,0.292
1,0,-0.74575544895905,0.456835644633303,4,0.384
0,1,-1.327177216716,-0.531080344211477,12,0.428
1,0,-0.703014268193435,-1.68409578083288,5,0.622
0,1,-1.00934421838578,0.198227149548642,11,0.628
0,1,-0.918900826073867,-1.89713241306422,5,0.594
0,1,-1.4724645148916,0.503669012340709,11,0.714
0,1,-0.696565707351448,-1.86390527628287,5,0.546
0,1,-0.964095265475806,-0.108003153777236,5,0.584
1,0,-0.865855978792376,0.384141427417438,5,0.846
0,1,-0.976198003185826,-1.94901180018791,5,0.502
0,1,-0.993861444310892,-0.849925696078064,7,0.498
0,1,-0.673466150539292,-0.203246770259647,5,0.542
1,0,-0.527797240646255,0.0802764456929423,5,0.69
0,1,-1.1425287849644,-0.500961915820527,14,0.506
1,0,-0.881175198045555,-0.691922213105603,7,0.456
1,0,-0.812161110320024,-2.29934625398882,5,0.102
1,0,-0.839851455574265,0.323431506315236,5,0.5
1,0,-0.966984655572492,-0.358569555417192,7,0.49
0,1,-1.18385252581096,0.39123739222159,8,0.796
0,1,-1.26322900268422,-0.448924840590075,13,0.348
1,0,-0.974671524227718,0.190500432317469,8,0.728
0,1,-0.27212597274741,0.581627586351472,10,0.608
1,0,-0.899547367416257,-1.97029969460037,5,0.438
0,1,-1.14236523469193,0.0827994554010939,10,0.67
1,0,-1.1563760572894,-0.554575872118559,7,0.824
1,0,-0.822787690982907,0.346453969902057,8,0.738
0,1,-0.962241695721117,-1.84698759511487,5,0.364
0,1,-1.08146996068405,0.283694103411981,9,0.87
1,0,-0.892896316503467,-0.0122864729745493,8,0.53
0,1,-0.978324154778296,0.290474692002625,5,0.376
0,1,-1.16271947380793,-0.00524682535138349,14,0.71
1,0,-1.10703833814419,-0.627743153654711,7,0.688
1,0,-1.07705409747827,-0.755943584449733,7,0.704
0,1,-0.943106291745543,0.250579600992603,7,0.416
1,0,-1.17780116044911,0.0219318461921493,10,0.582
0,1,-0.311038404897604,0.315074036657019,5,0.208
1,0,-0.856969731723987,-1.08835011349759,7,0.428
1,0,-1.09128298093174,-0.0690541914077695,10,0.72
1,0,-1.88150413463485,-0.507111751984119,8,0.52
0,1,-0.938417846701986,-0.281144694998558,5,0.534
0,1,-1.94245393189913,-0.453970860006363,12,0.418
0,1,-1.09428140714297,-0.0170171161773177,11,0.76
0,1,-0.445585884564475,-1.59563275294111,5,0.23
0,1,-0.707636509953628,-1.45286869914328,5,0.396
0,1,-1.09907888570151,-0.299121139169054,10,0.63
0,1,-1.12720955888737,-0.281617759318836,11,0.656
1,0,-1.2320999029825,-0.241249603988538,14,0.61
0,1,-0.891969529026558,0.37531089343892,5,0.692
0,1,-1.12268466379133,-1.57371410610162,5,0.444
1,0,-0.943651460620233,-0.0463471040344827,5,0.83
0,1,-0.925984122238027,-1.89823622981153,5,0.656
1,0,-0.916065956634017,0.526533787820764,5,0.31
0,1,-0.484020233689623,-0.100434124652784,5,0.764
0,1,-1.19459233905964,-0.395468572398785,11,0.63
0,1,-0.718060907558505,-0.228161491127553,8,0.224
0,1,-0.783998989618663,0.180205651633352,14,0.468
0,1,-0.737141785678115,0.217780474786759,11,0.254
0,1,-1.04287205283784,-0.315836078485511,9,0.764
1,0,-0.701814894329508,-0.701856563831415,9,0.418
1,0,-0.75736752090416,-1.51899633305627,5,0.534
1,0,-1.4898553764332,-0.620016436423522,12,0.286
1,0,-1.34244192547704,-0.58769037453794,12,0.394
1,0,-0.911922683064714,-1.9505886812555,5,0.364
0,1,-1.14645399556556,0.00348233770132864,12,0.608
0,1,-1.08103381947532,-0.519884488631593,14,0.476
0,1,-1.28498120610455,-0.951161460617307,6,0.468
0,1,-1.03562131889244,-0.176912856430889,10,0.896
1,0,-1.03747489579592,-0.836679895110312,7,0.508
0,1,-0.778520054005369,-1.83799937302961,5,0.256
1,0,-1.36937322826167,0.183719843726802,14,0.764
0,1,-1.0567738480943,-0.503327237421904,10,0.548
1,0,-0.644953856476603,-1.44645980394715,5,0.216
0,1,-1.14056617877022,-0.170289955947012,10,0.622
1,0,-0.905489697882104,-0.613078159726129,5,0.448
1,0,-0.89933708218128,0.42494885675941,14,0.31
1,0,-0.765926670027168,0.403852440762297,7,0.576
1,0,-1.17736502354591,0.0506310816222694,13,0.6
0,1,-0.281642165101981,0.298944796022837,5,0.046
1,0,-0.848028984795274,0.165743399556307,10,0.646
0,1,-0.956135813033126,0.097306761222909,5,0.728
1,0,-1.13925777366593,-0.621120253170835,7,0.71
1,0,-0.413966141823719,0.024139479686766,5,0.528
0,1,-0.988300728547918,0.0747573619563886,11,0.85
0,1,-1.14689013076279,0.235914607064045,5,0.858
0,1,-0.676191991013398,-1.36083516197704,5,0.312
1,0,-1.44825905200227,-0.84913725554427,11,0.2
1,0,-1.06146228793873,-0.781646745851442,7,0.54
0,1,-1.20942090977002,-0.516730726496415,8,0.772
0,1,-1.07301985222482,-0.199146879483899,11,0.684
0,1,-1.42061902764355,-1.69418781966546,11,0.588
1,0,-1.19284780346982,-0.102641758147425,13,0.512
0,1,-1.42438068994221,1.16911282286347,6,0.736
0,1,-1.00078507836125,-0.0521815639845713,4,0.73
0,1,-1.47740607617495,0.186625810265667,8,0.782
1,0,-1.29593908465692,-0.285244585774283,10,0.524
0,1,-0.880684544628573,-2.15242945790695,5,0.272
0,1,-1.28857931551087,-0.359515684057746,13,0.546
0,1,-0.603139469686806,0.186242853434954,5,0.46
0,1,-0.904562915604324,0.359226706549508,5,0.544
0,1,-0.818589896756767,-0.627270089334435,6,0.428
0,1,-0.552711426114986,-1.45355576875131,5,0.36
0,1,-0.701698079390907,-0.0620821244017829,14,0.48
1,0,-0.377221816080134,-1.47011301996099,5,0.356
0,1,-1.0502902366339,-0.0649655640682375,14,0.776
1,0,-1.17943666288951,0.18356215562006,12,0.804
0,1,-0.681207544400592,-1.27016450059065,5,0.236
0,1,-0.984975210890215,-1.82822271041056,5,0.39
1,0,-0.744828657582795,-0.676468778643225,11,0.444
0,1,-0.536247347155808,0.604431712559699,11,0.298
1,0,-1.61753374443282,0.543721791457497,11,0.45
1,0,-0.970146634005871,0.0558347891453152,10,0.714
0,1,-0.987428461077956,-0.609766709484192,7,0.388
1,0,-0.72754683635973,0.572894091207894,12,0.312
1,0,-0.841486960898554,0.325954516023387,5,0.618
0,1,-1.25390662699874,-1.0833040940813,10,0.354
1,0,-1.16891491931098,-0.240776539668261,7,0.614
0,1,-1.17425756674421,-0.285559961987793,10,0.5
1,0,-0.994951782710164,-0.349581333331933,8,0.774
1,0,-0.633201591713383,-1.3725378721858,5,0.35
0,1,-0.797928024871231,-1.29476384524505,5,0.436
0,1,-1.01621333632853,0.31791242257868,8,0.446
0,1,-0.785116582961541,-1.87537145433148,5,0.12
1,0,-1.15833866055907,-0.580436721627028,7,0.832
0,1,-2.00536632658406,-0.812711302882953,8,0.522
0,1,-0.987428461077956,-0.609766709484192,7,0.388
0,1,-1.14416429093858,-0.293602055432498,11,0.59
1,0,-1.04821470482031,-0.804511521331487,7,0.674
1,0,-1.06707752305876,-0.523669003193808,14,0.406
0,1,-0.769123685756189,-0.19321104860803,13,0.584
1,0,-0.923262179021062,-0.311263123389509,6,0.638
0,1,-1.15474055001544,-0.5517374861969,10,0.432
0,1,-0.87021732459077,0.55002931572784,9,0.622
1,0,-1.14530914349578,-1.51915402116303,5,0.45
0,1,-0.570592932970232,0.207057683527158,8,0.252
0,1,-0.933892952580792,-1.8165537905104,5,0.46
1,0,-0.38638063713762,0.634756348474874,5,0.584
1,0,-0.910178139676207,-0.544799209499506,9,0.754
1,0,-1.31894128422097,0.0563303803380005,9,0.85
1,0,-0.629143992904917,-1.67384605389355,5,0.46
0,1,-0.340641031510546,0.526849164034298,5,0.716
1,0,-0.864602089470742,-0.853394834426762,7,0.364
1,0,-0.777320671042968,0.0842186483619242,5,0.684
1,0,-0.807577510443838,-0.127871855228865,5,0.54
0,1,-0.595117711914215,-0.00602400244897845,5,0.626
0,1,-0.916229508206271,0.22235342988276,9,0.686
0,1,-1.29037837100609,-0.0327859268531967,8,0.696
0,1,-0.844942489903238,-2.01678129653116,10,0.14
1,0,-0.948851524414866,-1.80683777716317,5,0.522
1,0,-1.29010578572592,-0.989321982452972,15,0.366
0,1,-1.26808099507574,-0.360934877018576,10,0.566
0,1,-0.298881158878677,0.53315668830464,5,0.442
1,0,-0.955645164815272,-2.00940634507658,5,0.34
0,1,-0.686005025558694,-0.166978505705074,10,0.62
0,1,-1.1105819345299,-0.0241130809814702,4,0.28
1,0,-1.13238865669801,-1.54643406363232,5,0.666
0,1,-0.619221925587372,-1.7063072770135,5,0.546
0,1,-0.855828774892044,0.134532417854228,14,0.624
1,0,-1.34767553792288,-0.324824300570771,13,0.618
0,1,-1.17714695911552,0.206899995420391,11,0.758
0,1,-0.763691477770915,-1.40246482216141,5,0.54
0,1,-1.63069176628765,0.119574574584522,9,0.706
1,0,-0.82513191675414,-0.656600077191598,11,0.274
0,1,-1.25941282277508,-0.317886023873385,10,0.298
0,1,-0.790928906379685,-1.2855936753443,5,0.576
0,1,-0.779501359539551,-1.46680156971906,5,0.428
0,1,-0.804287036673529,-0.10241648942348,5,0.774
0,1,-1.17796471112777,-0.327031934065388,10,0.504
1,0,-0.778683592579803,-1.29775991927347,5,0.436
1,0,-1.05137667675478,0.464720049971242,10,0.432
1,0,-1.07721765035031,-0.694760599027262,7,0.568
1,0,-0.948176361890228,-0.575863766531017,6,0.67
0,1,-0.917701461958305,0.293470766031053,13,0.76
0,1,-0.65285880320994,-1.6624925102069,5,0.664
1,0,-1.25363404120068,0.369003369168579,11,0.438
0,1,-0.662052668019128,-1.42671500029369,5,0.386
0,1,-1.38883572951243,-0.47352418524447,15,0.468
0,1,-0.876813856146507,-0.478097140340465,10,0.752
1,0,-0.862312383056563,-1.62748575050642,5,0.414
0,1,-0.773613538032502,-0.218700204721992,3,0.482
1,0,-0.841923094958481,0.531579807237066,10,0.644
0,1,-1.01577720226861,-1.69308400291814,5,0.352
1,0,-0.936891372943006,-1.9029668730143,5,0.614
0,1,-1.05393896890608,1.53904912131996,11,0.794
1,0,-1.33731734534795,-0.0930227836351449,7,0.736
0,1,-0.738286641484768,-1.45481727360538,10,0.3
0,1,-1.20593183404115,-0.503642613635421,10,0.478
0,1,-0.353070862616711,0.368845681061811,5,0.228
0,1,-0.519347134136703,0.151709158054744,5,0.736
1,0,-0.619330960959184,-1.30249056247623,5,0.056
1,0,-0.860240743672348,-0.46390521073216,9,0.63
1,0,-1.25363404120068,0.380041536641689,11,0.492
1,0,-0.799236434849703,-0.0613274741765968,13,0.676
1,0,-1.46336020652042,0.0968336969026315,14,0.884
1,0,-1.03540325121258,0.105979607094659,10,0.722
1,0,-1.02417279462023,0.211946014836671,5,0.58
0,1,-0.537882852480097,-1.69844539854795,10,0.53
0,1,-0.521393614540102,0.467121761135737,10,0.27
1,0,-1.33982511773602,-0.212392680451651,10,0.818
0,1,-0.875069318607018,-0.676941842963502,12,0.426
0,1,-0.547750389485283,0.0700267187536192,5,0.56
0,1,-1.00334736856288,0.184665972367381,8,0.844
0,1,-1.22234139446579,-1.00698305040997,15,0.238
0,1,-0.813301766081028,0.659780238032064,11,0.598
0,1,-1.12508340648253,-0.332393329695224,9,0.534
1,0,-1.00252961557579,-1.86622554413946,11,0.238
0,1,-1.29610263612763,-0.427636946177603,12,0.516
0,1,-0.482984424395771,-1.45670953088648,5,0.162
0,1,-1.18227153691922,-0.576179142744536,8,0.44
0,1,-0.746736745394756,-1.30895577485335,5,0.294
1,0,-0.395744955533018,-1.43286223720278,5,0.256
1,0,-1.0308238403339,-0.843933548021224,7,0.432
0,1,-1.09422689038548,-0.319462904940958,7,0.458
1,0,-0.852771942696976,-0.69081839635829,6,0.528
1,0,-1.40333720168846,0.461566287836071,11,0.758
1,0,-1.2786027398525,-0.533130289599344,12,0.454
0,1,-0.67559231447969,0.0649806993373171,5,0.312
1,0,-1.17354884922177,-0.0994879960122547,6,0.928
1,0,-0.787569839648192,0.255310244195395,6,0.642
1,0,-0.572555538839466,-1.72304474320234,5,0.68
1,0,-1.52065737457452,-0.566875544445757,13,0.34
1,0,-1.06991239444828,0.280855717490321,5,0.58
0,1,-1.39211063375816,-0.22144848315409,13,0.698
0,1,-1.01970241270729,0.159278187179175,13,0.518
1,0,-0.863297577817088,-2.03522214084026,5,0.26
0,1,-0.734688535490373,-1.30233287436948,5,0.388
0,1,-1.00656386375375,0.217622786679992,10,0.622
1,0,-1.10932804845772,-0.816180441231651,9,0.498
0,1,-1.14585431025832,-0.270421903738935,12,0.566
1,0,-1.01735818953562,-0.0394088273370718,10,0.684
0,1,-0.602757840686333,-1.42769491924284,5,0.698
0,1,-0.804653063554778,-0.0757334090726322,14,0.742
1,0,-1.12715504570427,-0.665272923063341,7,0.732
1,0,-0.986447155543775,-0.840464409672529,7,0.47
1,0,-1.0660416994673,-0.737494075958937,7,0.544
1,0,-0.571083582487868,0.329581342478859,5,0.556
0,1,-0.715116997454873,-0.0982264911581671,3,0.56
1,0,-0.923425731893098,-0.410448942540884,5,0.71
1,0,-0.892623727516885,0.222826494203036,5,0.612
0,1,-1.03104190931353,-0.551895174303658,12,0.69
0,1,-0.815793968043665,-0.0884836188477218,14,0.594
1,0,-0.664470879054396,-1.34979699450392,5,0.454
0,1,-1.05224894617441,-0.210815799384077,11,0.822
0,1,-0.776666475152206,0.51549562034763,11,0.652
0,1,-0.848846729658726,-1.34049339620514,5,0.674
1,0,-0.686386635062439,-1.2964984144194,5,0.168
1,0,-0.534284736087446,-1.49250473112076,5,0.4
0,1,-0.865474360190158,-1.09260769238008,7,0.372
1,0,-1.10354926988907,-0.523038250766771,7,0.642
1,0,-0.309258822635148,0.581871049856961,5,0.198
1,0,-0.691783797953376,-0.170605332160523,5,0.496
1,0,-1.07301985222482,-0.199146879483899,11,0.684
0,1,-1.2855263759033,-0.269633463205148,10,0.504
0,1,-1.27407784483771,-0.368976970463283,10,0.502
1,0,-0.447166874431056,0.386191372805288,4,0.63
0,1,-0.938963022075587,-0.633262237391274,14,0.448
1,0,-1.37406167291936,-0.631369980110166,15,0.368
1,0,-0.729182332585544,0.343300207766863,12,0.434
1,0,-0.625055232193759,-0.211761928024607,5,0.744
0,1,-1.21301901803903,-0.180697370993103,11,0.662
1,0,-1.37291682003721,-0.111629980232685,13,0.772
1,0,-1.15931996251885,-0.614181976473443,15,0.454
0,1,-1.31436576883544,-0.133548627072162,9,0.802
0,1,-1.20887574020482,-0.603774561427352,15,0.478
0,1,-1.23024632928784,0.692421676131166,11,0.454
1,0,-1.21569034533004,-0.29297130300548,7,0.632
0,1,-1.51585989428971,-1.73928661819851,11,0.522
1,0,-0.920427301782519,-1.95878846280696,5,0.452
0,1,-1.15315956128617,-0.541014694937291,7,0.634
1,0,-0.693691898763157,-1.10427661228024,6,0.568
1,0,-1.21323708571888,-0.230842188942447,14,0.606
1,0,-0.830692639016024,0.116702398354259,10,0.512
1,0,-1.24234906021463,0.299305225981117,7,0.934
1,0,-0.572337484807324,-1.27852197024888,5,0.074
0,1,-0.826058702931266,0.57163258635383,8,0.672
1,0,-0.219660437650461,0.608655501133565,5,0.336
0,1,-1.10142310952307,0.465193114291542,11,0.59
0,1,-1.01937531281224,-0.122037395278775,13,0.732
0,1,-0.810085272189942,-0.520988305378904,12,0.35
1,0,-0.43986162632772,-1.76041682450421,5,0.42
1,0,-0.675537787138261,-1.76657792410401,5,0.092
1,0,-1.15648508722998,-0.108949282417791,10,0.712
1,0,-1.21236481573059,-0.310790059069232,11,0.632
1,0,-0.82200889380932,-2.29526109232196,10,0.046
0,1,-0.924079932982989,-0.682618614806824,7,0.452
0,1,-1.15397731443573,0.144770881357359,5,0.828
1,0,-1.15855672807645,-0.587059622110903,15,0.388
0,1,-0.756931390743579,-0.0413010846182032,3,0.462
0,1,-1.15981061203648,0.72001709481399,11,0.648
1,0,-0.797491898609996,0.228030201726082,7,0.654
0,1,-0.298663086649585,0.60616628173404,5,0.21
0,1,-0.984102934321778,-1.77713176382066,5,0.334
1,0,-0.86002267404282,0.0846917126822017,11,0.502
0,1,-0.774322254580101,0.302616676223078,5,0.5
1,0,-1.24973998347337,0.167759554635555,8,0.602
0,1,-0.759158792292054,-1.25798872606162,5,0.458
0,1,-0.779174245996785,-1.88167897860184,10,0.268
1,0,-1.04821470482031,-0.711633226450471,7,0.69
1,0,-0.767063728534293,-1.28460422579529,10,0.434
1,0,-0.731865342456665,-1.83316735890107,10,0.242
0,1,-1.18924968902684,-0.279725502037728,10,0.662
0,1,-1.27413236362611,-0.88477476767179,6,0.54
1,0,-1.06364295953814,-0.654865508017248,7,0.658
1,0,-1.02793444763765,-0.00834427030556855,11,0.726
1,0,-0.890879191277178,0.149343836453384,5,0.82
0,1,-1.03316806285567,-0.245822559084539,11,0.878
1,0,-0.0260664745461575,-1.30553515592212,5,0
1,0,-1.16580746169691,-0.99972939749906,6,0.37
1,0,-0.983612281554688,-0.288556036016221,11,0.734
1,0,-0.707005671424387,-1.71942918018308,10,0.416
1,0,-1.08844810856738,0.080118757586176,12,0.804
1,0,-0.991299153459369,-0.900543578347685,7,0.47
0,1,-0.787787910577502,-0.19331241953381,4,0.456
1,0,-0.647025508858639,-1.3997841243465,5,0.158
0,1,-0.511903495841527,0.313084740540997,5,0.418
1,0,-1.3793498060728,-0.858756230056564,5,0.112
0,1,-0.557310302622123,-1.49373244566624,5,0.272
0,1,-0.794984123866073,-0.836679895110315,7,0.412
0,1,-0.935746520385807,-1.93261223708498,5,0.498
0,1,-0.963550100500462,-0.178962801818763,13,0.572
1,0,-1.21601744181317,-0.249291697433243,12,0.756
0,1,-0.43102990121595,0.432393988085675,5,0.72
0,1,-0.92604253105353,-0.119672073677392,5,0.818
1,0,-1.29092353822559,-0.989321982452972,15,0.37
1,0,-1.07808991327103,0.146505450531699,11,0.726
1,0,-1.21885231693957,-0.248818633112966,9,0.654
0,1,-1.06729558813905,0.343615583980397,5,0.72
1,0,-1.55304036029765,-0.239199658600663,12,0.596
1,0,-2.05039721506363,-0.70122581140438,8,0.29
1,0,-0.382728007286925,0.381460729602543,5,0.154
1,0,-1.00590966006429,-0.52351131508705,15,0.45
1,0,-0.646752912073364,-1.55289927600944,5,0.386
